n,Straightforward_double,Iterative_double,Delta_double,Straightforward_float,Iterative_float,Delta_float
760,677027937194834764130991573357770845400866795083179645972299701881775918747987056365411006435275476660837804235308203596955778472907825591747383247326863687680.000000,677027937194817789623249230150012707965929794741392137969898961101143122082019093406581173959716072496402396497715022038017805824395831593379627117275510734848.000000,16974507742343207758137434937000341787508002400740780632796665967962958829832475559404164435407737593181558937972648511993998367756130051352952832.000000,inf,inf,nan
761,1095454213714471808448388005409165136140639805112856662695946572154962101292929263476891185478445505194428240119097281497678093606643512191811165014676723466240.000000,1095454213714444298039288345727626085815052252834787253174814337096695154972222564888442836293918194996894993096101435522847586210779246056525491286662461784064.000000,27510409099659681539050325587552278069409521132235058266946320706698588448349184527310197533247022995845974830507395864266135285673728014261682176.000000,inf,inf,nan
762,1772482150909306572579379578766935981541506600196036308668246274036738020040916319842302191913720981855266044354405485094633872079551337783558548262003587153920.000000,1772482150909262087662537575877638793780982047576179391144713298197838277054241658295024010253634267493297389593816457560865392035175077649905118403937972518912.000000,44484916842002889297187760524552619856917523532975838899742986674661547278181660086714361968654760589027533768480044376260133653429858065614635008.000000,inf,inf,nan
763,2867936364623778381027767584176101117682146405308892971364192846191700121333845583319193377392166487049694284473502766592311965686194849975369713276680310620160.000000,2867936364623706190592541526855750418246207438338072535032143718733836503329154246597733170312201204971060941221669695594529783158040392740932129735082602659840.000000,72190435226057320350699435938966970820436332049127457863618004691336721460207079965282078633343251833070997782182528154457234437583541597707960320.000000,inf,inf,nan
764,4640418515533085343825715952442066021923306729650717498607206953349831998769381856332962921776589983943223211764404646665312227941574049689925221449719561060352.000000,4640418515532968278255079102733389212027189485914251926176857016931674780383395904892757180565835472464358330815486153155395175193215470390837248139020575178752.000000,117065570636849708676809896117243736465572430349936418157218385985951440205741210754511478864880948918493509917052748358579299087973310698985881600.000000,inf,inf,nan
765,7508354880156864895509189905115253907704414307396975125695703298905713692287087299166558356580864016107706145047396598192723364155252485458285814459506861539328.000000,7508354880156674468847620629589139630273396924252324461209000735665511283712550151490490350878036677435419272037155848749924958351255863131769377874103177838592.000000,190426661569275526114277431017383144650664486702563240202408574537147676068005702827338672286873010240749442798405803996622326516436585403683700736.000000,inf,inf,nan
766,12148773395689950239334905857557319929627721037047692624302910252255545691056469155499521278357454000050929356811801244858035592096826535148211035909226422599680.000000,12148773395689642747102699732322528842300586410166576387385857752597186064095946056383247531443872149899777602852642001905320133544471333522606626013123753017344.000000,307492232206125234791087327134626881116236917052499658359626960523099116273746913581850151151753959159242952715458552355201625604409896102669582336.000000,inf,inf,nan
767,19657128275846815134844095762672573837332135344444667749998613551161259383343556454666079634938318016158635501859197843050758956252079020606496850368733284139008.000000,19657128275846318776824595519907784163372598231002053722893929820748272777386976020559607292204718887488248406635783430568710652599038644378363843531369584001024.000000,496358019500242764789673959537113442614027104683730412986605956580434106472342733599128670387095223414412482048303653040376228133006837363700137984.000000,inf,inf,nan
768,31805901671536763813304726462233778076161241484909207500002452470931229644821545797479731503412961956056513326925013507995328987645594108030720046633817053593600.000000,31805901671535958402178744936238081624075954848002324361681644908374307982325962451571116003882970917081922945996454272647099664736887082452994790256208030728192.000000,805411125981525995696452085286636906883138320807562556921662495583345908615499529991038974590380928559235348229322908707025577725256377609022865408.000000,inf,inf,nan
769,51463029947383582069897372540898583295090606622520180998599208687063639887322061877517549958116900092521251892276182510873019065304296024085192576290835644022784.000000,51463029947382277179003340456145865787448553079004378084575574729122580759712938472130723296087689804570171352632237703215810317335925726831358633787577614729216.000000,1304890894032084752717507642053543515802914023633957941059127609123405386826662029210287951080539643944807657208747968370297253833942503258029293568.000000,inf,inf,nan
770,83268931618920358370196300267101286897640767280094611492994231817879472968771446176484236740592342529802177473169080658176072538576381713907815340077793922777088.000000,83268931618918235581182085392383947411524507927006702446257219637496888742038900923701839299970660721652094298628691975862909982072812809284353424043785645457408.000000,2122789014214874717339486116259353087909046737012180382584226732545252782397440621681808150083174540388682313162556503568904623461916034008277319680.000000,inf,inf,nan
771,134731961566303946683590773439984332955925833488947403988789725834885414574407427304745264338240482862935635492429205488702953846693923528888959274945200179380224.000000,134731961566300500273191224584560887672584141833345857536440223706734866065124000894345607316995870044997853397293045039770995813782246954323809340678222035025920.000000,3446410399548855423445283341691655601546452349502128150548509283426410399657021244612817937782095136160448931958032911676574565149934266978144354304.000000,inf,inf,nan
